,date,like,view,tag,content
15,2022-06-06,좋아요 0개,조회 0회,"['#GOODBYE', '#jurassicworld', '#메뚜기월드아님', '#시원시원', '#범죄도시2', '#무한체력', '#다으니']",6/5 일요일 날씨 비문화생활조조 쥬라기심야 범죄도시외식&마트김밥나라 구지카프리쵸사홈마트육아실버스타.6/6 월요일 AM 03:00 꿈나라...#GOODBYE#jurassicworld#메뚜기월드아님#시원시원#범죄도시2#무한체력#다으니
16,2022-06-06,좋아요 0개,조회 0회,"['#헬스', '#파워리프팅', '#마동석', '#범죄도시2', '#mma', '#kickboxing', '#powerlifting', '#bodybuilding', '#보디빌딩']",순조롭게 감량중마동석 아니에요.#헬스 #파워리프팅 #마동석 #범죄도시2 #mma #kickboxing #powerlifting #bodybuilding #보디빌딩
17,2022-06-06,좋아요 0개,조회 0회,"['#재밌으니참는다', '#1일2영화🎬', '#포켓몬노잼', '#주말', '#일상', '#귀요미', '#이발', '#영화관좋다', '#스트레스리스', '#수지롯데몰', '#범죄도시2', '#아들둘', '#호호형제']",시호 머리 깎이고 다함께포켓몬 이벤트 선물받겠다고극장 갔는데 좀만 늦었으면 못받을뻔😅애들 재우고 밤 11시에 수지 롯데몰갔는데17관을 찾는 남편🙄 싸늘해진다 진짜왜 잠실로 예약했냐 아오🤦🏻‍♀️다시 예매해서 봤는데 넘 재밌음#재밌으니참는다 #1일2영화🎬 #포켓몬노잼 #주말 #일상 #귀요미 #이발 #영화관좋다 #스트레스리스 #수지롯데몰 #범죄도시2 #아들둘 #호호형제
18,2022-06-06,좋아요 1개,조회 0회,"['#마동석', '#범죄도시딱지세트가', '#씨유', '#편의점', '#범죄도시2', '#과자선물세트', '#씨유추천', '#편의점추천', '#과자', '#한정판과자', '#편스타그램', '#먹스타그램', '#cu', '#소통', '#인스타그램']",CU에 마동석이 떴다!#마동석 #범죄도시딱지세트가 들어있는 과자박스🎁......#씨유 #편의점 #범죄도시2 #과자선물세트 #씨유추천 #편의점추천 #과자 #한정판과자 #편스타그램 #먹스타그램 #cu #소통 #인스타그램
19,2022-06-06,좋아요 0개,조회 0회,"['#범죄도시2', '#무섭구재밌구', '#눈감고보기']",@98_cyh 아들이 예매해준 영화아침부터 시원스레 때리고찌르고 피터지고ㅜㅜ남자들은 잼있나?난 무서웠당ㅜㅜ우야튼 아들이 보내준거라 보긴했옹 ㅋㅋㅋ담에 미니언즈2 보여주라엄마는 그런게 딱이여~~♡♡#범죄도시2#무섭구재밌구#눈감고보기
20,2022-06-06,좋아요 9개,조회 0회,"['#유머그램', '#빵터짐', '#예능', '#유머짤', '#토크', '#짤', '#존잼', '#유머', '#재미', '#웃긴짤', '#웃음', '#웃긴영상', '#개꿀잼', '#웃긴썰', '#꿀잼', '#리액션', '#손석구', '#구씨', '#강해상', '#범죄도시', '#범죄도시2']",사주로 본 손석구가 추앙하는 이상형✔️ @funsaju 프로필링크에서 사주풀이 신청~.......#유머그램#빵터짐#예능#유머짤#토크#짤#존잼#유머#재미#웃긴짤#웃음#웃긴영상#개꿀잼#웃긴썰#꿀잼#리액션#손석구#구씨#강해상#범죄도시#범죄도시2
21,2022-06-06,좋아요 0개,조회 0회,"['#영화추천', '#범죄도시2', '#마동석👍', '#손석구❤️', '#스릴', '#벌크업웃음', '#남편과데이트', '#친정언니찬스']",이게 얼마만의 극장영화인가...코로나 이후  매일 집에서만 영화다운받아 보다가 극장오니...확실히 스케일이!!!!범죄도시2 그닥 재미없다는 말이 있어 기대안하고 갔는데...대박!!!짱 재미있다ㅎㅎ배꼽 빠지게 웃고 왓네.손석구도 마동석도 연기 미쳤다.조연들도 넘 재미있고 ㅎㅎ#영화추천 #범죄도시2 #마동석👍 #손석구❤️ #스릴#벌크업웃음#남편과데이트#친정언니찬스
22,2022-06-06,좋아요 1개,조회 0회,"['#친스타그램', '#영화', '#범죄도시2', '#손석구배우님', '#존멋', '#두번째봄', '#재밌어', '#씨네드쉐프']",시호랑 영화😊😛#친스타그램#영화#범죄도시2 #손석구배우님#존멋#두번째봄#재밌어#씨네드쉐프
23,2022-06-06,좋아요 1개,조회 0회,"['#3년만에극장나들이', '#범죄도시2', '#구씨홀릭', '#강해상보다는구자경', '#조조영화', '#영화관이이렇게생겼었지']",3년만에 극장나들이신랑이랑 조조영화범죄도시2구씨홀릭에 빠져 강해상까지커피마시며 팝콘먹으며모처럼 웃다 고함을질렀다 바빴내#3년만에극장나들이 #범죄도시2#구씨홀릭#강해상보다는구자경 #조조영화#영화관이이렇게생겼었지
24,2022-06-06,좋아요 3개,조회 0회,"['#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",행복하다....💜 진심으로 축하드려요#범죄도시2 #절찬상영중 #마동석 #손석구#최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
25,2022-06-06,좋아요 4개,조회 0회,"['#천만가즈아', '#범죄도시2', '#마동석', '#손석구', '#한번더보고싶다', '#소통', '#인친해요']",#천만가즈아 #범죄도시2 #마동석#손석구 #한번더보고싶다 #소통 #인친해요
26,2022-06-06,좋아요 4개,조회 0회,"['#영화', '#메가박스', '#범죄도시2', '#데이트', '#부부', '#마동석👍', '#너무좋아']",범죄도시2 영화본날.인형 너무 귀엽다는말에한방에 뽑아줌😆오랫만에본 영화였는데 쫌 징그러운 장면도 있었지만진짜 재미있었음🙂....#영화 #메가박스 #범죄도시2 #데이트 #부부 #마동석👍#너무좋아
27,2022-06-06,좋아요 6개,조회 0회,"['#범죄도시', '#마동석', '#윤계상', '#범죄도시_꿀잼', '#범죄도시2', '#범죄도시꿀잼', '#범죄도시2🎬', '#마블리', '#마동석👍', '#마동석❤️', '#마동석짱']","더 재밌는얘기는 좋아요, 팔로우❤️ 👉🏻@sunddalki🏷문제시 삭제, DM주세요 :).#범죄도시 #마동석 #윤계상 #범죄도시_꿀잼 #범죄도시2 #범죄도시꿀잼 #범죄도시2🎬 #마블리 #마동석👍 #마동석❤️ #마동석짱"
28,2022-06-06,좋아요 1개,조회 0회,"['#곱창전골맛집', '#범죄도시2', '#팝콘과콜라', '#오랜만에먹으니꿀맛', '#배꼽잡고웃었네']",아들들과 생파🥂🥂큰아들 전날 과음으로 메뉴는전골을 선택~~ㅋㅋ근데 속이 안좋다면서집으로 혼자 가버렸네~~아쉽지만 우리끼리 전골 4인분으로속을 꽉 채우고집으로 와떼라이딩 참석후심야 영화관으로~~~~#곱창전골맛집 #범죄도시2 #팝콘과콜라#오랜만에먹으니꿀맛 #배꼽잡고웃었네
29,2022-06-06,좋아요 0개,조회 0회,"['#롯데월드몰', '#세상의아침', '#베질루르', '#범죄도시2']",임태빵이 효도한날 기억해야지‼️👍🏼#롯데월드몰 #세상의아침 #베질루르 #범죄도시2
30,2022-06-06,좋아요 2개,조회 0회,"['#범죄도시2', '#수원', '#CGV', '#조조영화', '#액션', '#코믹', '#GOOD', '#애경백화점']",휴일 오랜만에 문화생활~~^^범죄도시2역시 마동석의 파워액션 및 조연들의 연기력~~~GOOD1편에 이어 2편도 재밌게 스트레스 해소 하면서 잘봤넹ㆍㆍㆍㆍㆍㆍㆍㆍ#범죄도시2#수원#CGV#조조영화#액션#코믹#GOOD#애경백화점#
31,2022-06-06,좋아요 2개,조회 0회,[],영화관에서 영화관람!퇴사한게 또 실감나는 하루😝
32,2022-06-06,좋아요 1개,조회 0회,['#범죄도시2'],#범죄도시2
33,2022-06-06,좋아요 3개,조회 0회,"['#권똥델러가기전', '#데이트😍', '#영화관데이트', '#부부그램', '#범죄도시2', '#전날과음으로', '#팅팅부은내눈', '#😅😅😅']",이번엔 영화관 데이트😍 난 커피. 권스방은 팝콘에 콜라가 국률이라며ㅋ각자 행동함ㅋㅋ어째뜬 잘보자ㅋ.........#권똥델러가기전 #데이트😍 #영화관데이트 #부부그램 #범죄도시2 #전날과음으로 #팅팅부은내눈 #😅😅😅
34,2022-06-06,좋아요 1개,조회 0회,['#범죄도시2'],22년만에 전투조종사 빙의는 갈기기 실패로1차에 전사#범죄도시2
35,2022-06-06,좋아요 3개,조회 0회,"['#리그램', '#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",#리그램 - @aboentertainment by @get_regrammer🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
36,2022-06-06,좋아요 4개,조회 0회,"['#메가박스', '#범죄도시2', '#오랜만의외출', '#약속지키기']",사무엘과의 약속을 마침내 지키게되었다 오랜만에 아들과 영화관 나들이사무엘이 범죄도시2 많이보구싶었나보다#메가박스 #범죄도시2 #오랜만의외출 #약속지키기
37,2022-06-06,좋아요 12개,조회 0회,"['#부산', '#cgv', '#cgv아시아드', '#범죄도시2', '#문화생활', '#현충일📷', '#포토', '#출사', '#사진', '#여행', '#풍경', '#마동석', '#소확행', '#포토그래퍼', '#일상그램', '#취미사진', '#canon', '#canon_photos', '#소확행', '#snapshot', '#손석구', '#nature', '#travel', '#photo', '#흔한사진', '#streetphotographer', '#photoshoot', '#instadaily', '#Photography', '#canonphotography']",2022.06 부산enjoy photographylike traveling every day#부산 #cgv #cgv아시아드 #범죄도시2 #문화생활 #현충일📷 No감성 막샷 📷이제 보는구나..봐야지 하면서 사람많아서 안갔는데..오늘도 극장엔 사람많네ㅋ◽◽◽◽◽◽◽◽◽◽◽◽◽jeong hoon#포토 #출사 #사진 #여행 #풍경 #마동석 #소확행 #포토그래퍼 #일상그램 #취미사진 #canon #canon_photos #소확행 #snapshot #손석구 #nature #travel #photo #흔한사진 #streetphotographer #photoshoot #instadaily #Photography #canonphotography
38,2022-06-06,좋아요 9개,조회 0회,"['#코엑스', '#메가박스더부티크', '#포메인', '#쌀국수', '#범죄도시2', '#마블리', '#손석구']",코엑스 메가박스 더부티크~~너무 편해서 잠들뻔...ㅋㅋ영화 보기전 쌀국수...ㅋ다시 만난지 8일만이 2kg쪘다능.  ㅋ#코엑스#메가박스더부티크 #포메인 #쌀국수 #범죄도시2 #마블리 #손석구
39,2022-06-06,좋아요 7개,조회 0회,"['#범죄도시2', '#영화', '#소통', '#900만돌파', '#천만돌파카운트다운', '#영화스타그램', '#무비스타그램', '#이상용', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#차우진', '#김찬영', '#남문철', '#ABO엔터테인먼트', '#메가박스중앙플러스엠', '#빅펀치픽쳐스', '#홍필름', '#BA엔터테인먼트', '#Movieist']",<범죄도시2> 900만 돌파❗️❗️❗️이제 “천만돌파” 카운트다운 가즈아!!!!!!!!!.......출처: @aboentertainment #범죄도시2 #영화 #소통 #900만돌파 #천만돌파카운트다운#영화스타그램 #무비스타그램#이상용 #마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광#차우진 #김찬영 #남문철#ABO엔터테인먼트#메가박스중앙플러스엠 #빅펀치픽쳐스 #홍필름#BA엔터테인먼트 #Movieist
40,2022-06-06,좋아요 9개,조회 0회,"['#롯데시네마가양점', '#범죄도시2', '#skvip영화공짜찬스‼️']",셋이서 극장 출동....#롯데시네마가양점 #범죄도시2 #skvip영화공짜찬스‼️
41,2022-06-06,좋아요 4개,조회 0회,"['#손석구', '#범죄도시2']",범죄도시2 900만 돌파 🥳🎉🎉#손석구 #범죄도시2 천만가보자고 🔥
42,2022-06-06,좋아요 13개,조회 0회,"['#힐링', '#범죄도시2', '#기대', '#팝콘', '#콜라', '#대내꺼', '#영화', '#생에첫', '#혼영', '#먹스타그램', '#공휴일', '#출근', '#20220606']",1시간 출근하고 혼영❤️#힐링 #범죄도시2 #기대 #팝콘 #콜라 #대내꺼 #영화 #생에첫 #혼영 #먹스타그램 #공휴일 #출근 #20220606
43,2022-06-06,좋아요 10개,조회 0회,"['#나도봤다', '#범죄도시2', '#마블리', '#장이수', '#구씨아닌강해상조금']",#나도봤다#범죄도시2#마블리#장이수#구씨아닌강해상조금 부족한 느낌 이지만 반갑고 션한 액션과 왜 때문인지 안무서웠던 빌럼강해상.
44,2022-06-06,좋아요 7개,조회 0회,"['#Repost', '#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진', '#ウムムンソク', '#マドンソク', '#ソンソック', '#チェギファ', '#パクジファン', '#ホドンウォン', '#ハジュン', '#チョンジェグァン', '#キムチャニョン', '#チャウジン']",900万人突破！🎉🎉🎉🎉🎉#Repost @aboentertainment with @make_repost・・・🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진#ウムムンソク#マドンソク #ソンソック #チェギファ #パクジファン #ホドンウォン #ハジュン #チョンジェグァン #キムチャニョン #チャウジン
45,2022-06-06,좋아요 4개,조회 0회,"['#범죄도시2', '#문화생활🎬', '#친정찬스', '#영화끝나고', '#딸이', '#두손가득히', '#맛있는거사오라함']",얼마만에 영화관람인지~;;;..애들은 친정집에 맡겨두고~😁😁😁..#범죄도시2#문화생활🎬 #친정찬스#영화끝나고#딸이#두손가득히#맛있는거사오라함
46,2022-06-06,좋아요 6개,조회 0회,"['#범죄도시2', '#손석구', '#마동석', '#무셥', '#오돌오돌', '#움찔움찔', '#새끠들개무셥', '#칼인줄몰랐뜸', '#칼달린부채인줄', '#ㅋㅋㅋㅋㅋ', '#갤러리문래', '#문래창작소', '#이쁜문래', '#야간산책', '#이쁜언니들여기다있네', '#소소헌일상..월요일']",#범죄도시2 #손석구#마동석#무셥#오돌오돌#움찔움찔#새끠들개무셥#칼인줄몰랐뜸#칼달린부채인줄#ㅋㅋㅋㅋㅋ#갤러리문래#문래창작소#이쁜문래#야간산책#이쁜언니들여기다있네#소소헌일상..월요일 6월6일 오픈♡..12시오픈~..봐야지했던  범죄의도시  이제봤네손석구님  낭만  아니었나.. 배우는 배우다..메뉴  어슬렁?애타게 찾다  ㅋ.라멘  어분가루들어간 독특한♡.오랜만에 구슬사이다랑 .탁쳐서  재밌..이쁜곳이 더더 늘어가는  문래 창작촌..갤러리 문래는  이탈리안  레스토랑펍을  업고 활기있게 ㅎ 넘 좋으다..카페랑  소품샵 보는재미  눈호강.일본 지유가오까 거리처럼  이쁜 골목되길..오늘도 어반에서  커피랑  힐링해요~~
47,2022-06-06,좋아요 113개,조회 0회,"['#범죄도시2', '#마동석']",#범죄도시2 #마동석 형님 따라하기😎연휴 푹 쉬었으니까 내일부터 다시 열심히 살자💪
48,2022-06-06,좋아요 12개,조회 0회,"['#분당', '#서현역', '#범죄도시2', '#마동석', '#도쿄스테이크', '#하루필름', '#07']",🫧....#분당 #서현역 #범죄도시2 #마동석 #도쿄스테이크 #하루필름 #07
49,2022-06-06,좋아요 24개,조회 0회,"['#화정cgv나는', '#탱크', '#덤프', '#자매', '#처제', '#형부스타그램', '#4년차부부', '#부엉식당', '#청담피자', '#용과', '#심야영화', '#범죄도시2어야가는', '#프불형제', '#프렌치불독']","한달에 한번 친정집에서 자는날🌙 친정집옆에 바아~~~로 엄청나게 맛있는 고깃집이 있었어요!!!🥓😃 고기나오기 전부터 옆에 그 반찬친구들이랑 김치 갓김치 비주얼보고 와. 여긴 아직 입에 안넣었어도 짱이겠다 싶었는데 여어어어어어어억시!!!😍음식도 맛있었지만 좋은이야기 나누고 나몰래 아빠선물 동생선물 챙겨둔 우리남편🤍 가족을 으뜸으로 생각하는 나같은 여자에겐 정말 세상다가진 느낌 받게해주는 최 고 의 남 편.그리구서 남편이랑 동생이랑 심야 범죄도시보러 백만년만에 #화정cgv나는 달콤팝콘만🍿먹을거라고 신신당부했는데 오빠가 고른 치즈팝콘 왜이리 맛있던지요😆 다음엔 반반팝콘 말고 하나씩 다시키기로😆😆어디 가기만하면 그게 어느곳이든 ‘미현 여기서봐, 저기서봐 사진찍어줄게’ 하면서 카메라 켜는 @ssexy_u 남는건 정말 사진뿐이에요ㅠㅠ 집돌아와서 남겨둔 사진보면 다시 그시간이 생각나고 즐거웠던 생각들로 가득하게 되요🥰짖지도 않구 음식에 달려들지도 않구 똥오줌 잘가리는 우리 이쁜 🐶 #탱크 #덤프 덕분에 잘쉬고 잘먹구 좀만 더 쉬다 집으로 ~ ☺️☺️#자매#처제 #형부스타그램#4년차부부#부엉식당#청담피자 (존맛탱 진짜 치즈가 미쳤어요 흑미도우에 치즈크러스트 추천!!!)#용과 #심야영화 #범죄도시2어야가는 #프불형제 #프렌치불독"
50,2022-06-06,좋아요 7개,조회 0회,"['#휴일스타그램', '#범죄도시2', '#보는내내', '#재미지게빵빵웃었네', '#마동석👍', '#손석구❤️', '#신랑과데이트👫', '#동네노래방🎤', '#비오는밤☔️', '#비와외로움🎶', '#재미지다']",#휴일스타그램 #범죄도시2#보는내내#재미지게빵빵웃었네#마동석👍#손석구❤️ #신랑과데이트👫 #동네노래방🎤 #비오는밤☔️ #비와외로움🎶 #재미지다
51,2022-06-06,좋아요 9개,조회 0회,"['#범죄도시2', '#영화관람', '#좋아요']",2년만에  영화 관람  가족과  함께  관람#범죄도시2#영화관람#좋아요
52,2022-06-06,좋아요 2개,조회 0회,"['#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",범죄도시2!! 900만 축하축하 드립니다🎉🎉Reposted from @aboentertainment 🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
53,2022-06-06,좋아요 12개,조회 0회,"['#좋반', '#05년생', '#05', '#04', '#03', '#고딩여고딩', '#무쌍', '#셀카', '#셀카그램', '#맞팔선팔환영', '#followforfollowback', '#fff', '#instadaily', '#dailylife', '#잇프제', '#손석구앓이', '#범죄도시2', '#존잼']",강해상 ..🫶🏻🥹#좋반 #05년생#05#04#03#고딩여고딩#무쌍#셀카#셀카그램#맞팔선팔환영#followforfollowback#fff#instadaily #dailylife #잇프제 #손석구앓이 #범죄도시2 #존잼
54,2022-06-06,좋아요 4개,조회 0회,"['#자유시간연휴동안', '#범죄도시2']","12년만에 오로지 혼자있는 #자유시간연휴동안 그동안 아파서 하지못했던 일하러 계속 출근하긴했지만..한달동안 하지못한 세차와 목욕탕가기, 맛있는 초밥먹다가 급 영화예매해서 #범죄도시2 혼영보기, 집에오는 밤길 잠깐의 드라이브,2년만에 만난 친구들과의 맛있는 고기식사와 카페나들이..모두 좋았다...그냥 다 좋았다..웃음이 끊이지 않는 친구들과의 수다는 내 위로이자 기쁨...다들 일하랴 애들 키우랴..멀리살아서 만나기 힘들지만 또 보고싶다~2박3일 그냥 다 좋았다.."
55,2022-06-06,좋아요 7개,조회 0회,"['#자유부부', '#남편과데이트', '#몇년만에', '#영화관', '#범죄도시2', '#졸잼', '#청주카페', '#성안길카페', '#태그원', '#노키즈존']",오빠랑 둘이 데이튜🤍영화도 보고 밥도 코퓌도 입으로 먹고애들없으니 싸울일도 없고ㅠㅠ🥹꽁냥꽁냥 둘에게만 집중할수있던 시갼💕무엇보다 내사진만 오조오억장 찍을수있었디🤭❤️ 헤헷😘....#자유부부 #남편과데이트 #몇년만에 #영화관 #범죄도시2 #졸잼 #청주카페 #성안길카페 #태그원 #노키즈존
56,2022-06-06,좋아요 42개,조회 0회,[],뒤늦게 범죄도시2보러영화 보는 절반은 가리느라 못보고 관저동 나온순간부턴 너무 우리 동네라 몰입도 깨짐🫥
57,2022-06-06,좋아요 12개,조회 0회,[],아 손석구 👍 아 석구형 👍 아 강해상👍사진에 손 저거 어맛.. 뭐 이런거 절대 아님 마스크 고치는거임
58,2022-06-06,좋아요 12개,조회 0회,['#범죄도시2'],.와...개멋있어...#범죄도시2
59,2022-06-06,좋아요 1개,조회 0회,"['#세종', '#세종맛집', '#파스타이오', '#카페리즌', '#범죄도시2', '#재밌었다', '#사진대결', '#못찍었다고한다ㅋㅋㅋ']",22.06.04🤭#세종 #세종맛집 #파스타이오 #카페리즌 #범죄도시2 #재밌었다 #사진대결 #못찍었다고한다ㅋㅋㅋ
60,2022-06-06,좋아요 4개,조회 0회,"['#범죄도시2', '#코로나이후첫영화', '#진실의방으로', '#killingtime', '#마동석👍', '#와이프와데이트💕', '#연휴는이렇게']",#범죄도시2 #코로나이후첫영화 #진실의방으로 #killingtime #마동석👍 #와이프와데이트💕 #연휴는이렇게
